tanggal_id,tanggal,deskripsi_tanggal_lengkap,hari_dalam_minggu,nomor_hari_dalam_bulan,nomor_hari_dalam_tahun,nomor_hari_dalam_bulan_fiskal,nomor_hari_dalam_tahun_fiskal,indikator_hari_terakhir_dalam_bulan,tanggal_akhir_minggu_kalender,nomor_minggu_dalam_tahun_kalender,nama_bulan_kalender,nomor_bulan_dalam_tahun_kalender,tahun_bulan_kalender,kuartal_kalender,tahun_kuartal_kalender,tahun_kalender,minggu_fiskal,nomor_minggu_dalam_tahun_fiskal,bulan_fiskal,nomor_bulan_dalam_tahun_fiskal,tahun_bulan_fiskal,kuartal_fiskal,tahun_kuartal_fiskal,setengah_tahun_fiskal,tahun_fiskal,indikator_hari_libur,indikator_hari_kerja,cap_waktu_sql
20240405,4/5/2024,"April 5, 2024",Jumat,5,96,96,96,FALSE,4/7/2024,14,April,4,2024-04,Q2,2024-Q2,2024,FW14,14,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-05
20240406,4/6/2024,"April 6, 2024",Sabtu,6,97,97,97,FALSE,4/7/2024,14,April,4,2024-04,Q2,2024-Q2,2024,FW14,14,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-04-06
20240407,4/7/2024,"April 7, 2024",Minggu,7,98,98,98,FALSE,4/7/2024,14,April,4,2024-04,Q2,2024-Q2,2024,FW14,14,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-04-07
20240408,4/8/2024,"April 8, 2024",Senin,8,99,99,99,FALSE,4/14/2024,15,April,4,2024-04,Q2,2024-Q2,2024,FW15,15,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-04-08
20240409,4/9/2024,"April 9, 2024",Selasa,9,100,100,100,FALSE,4/14/2024,15,April,4,2024-04,Q2,2024-Q2,2024,FW15,15,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-04-09
20240410,4/10/2024,"April 10, 2024",Rabu,10,101,101,101,FALSE,4/14/2024,15,April,4,2024-04,Q2,2024-Q2,2024,FW15,15,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-04-10
20240411,4/11/2024,"April 11, 2024",Kamis,11,102,102,102,FALSE,4/14/2024,15,April,4,2024-04,Q2,2024-Q2,2024,FW15,15,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-04-11
20240412,4/12/2024,"April 12, 2024",Jumat,12,103,103,103,FALSE,4/14/2024,15,April,4,2024-04,Q2,2024-Q2,2024,FW15,15,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-04-12
20240413,4/13/2024,"April 13, 2024",Sabtu,13,104,104,104,FALSE,4/14/2024,15,April,4,2024-04,Q2,2024-Q2,2024,FW15,15,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-04-13
20240414,4/14/2024,"April 14, 2024",Minggu,14,105,105,105,FALSE,4/14/2024,15,April,4,2024-04,Q2,2024-Q2,2024,FW15,15,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-04-14
20240415,4/15/2024,"April 15, 2024",Senin,15,106,106,106,FALSE,4/21/2024,16,April,4,2024-04,Q2,2024-Q2,2024,FW16,16,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-04-15
20240416,4/16/2024,"April 16, 2024",Selasa,16,107,107,107,FALSE,4/21/2024,16,April,4,2024-04,Q2,2024-Q2,2024,FW16,16,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-16
20240417,4/17/2024,"April 17, 2024",Rabu,17,108,108,108,FALSE,4/21/2024,16,April,4,2024-04,Q2,2024-Q2,2024,FW16,16,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-17
20240418,4/18/2024,"April 18, 2024",Kamis,18,109,109,109,FALSE,4/21/2024,16,April,4,2024-04,Q2,2024-Q2,2024,FW16,16,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-18
20240419,4/19/2024,"April 19, 2024",Jumat,19,110,110,110,FALSE,4/21/2024,16,April,4,2024-04,Q2,2024-Q2,2024,FW16,16,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-19
20240420,4/20/2024,"April 20, 2024",Sabtu,20,111,111,111,FALSE,4/21/2024,16,April,4,2024-04,Q2,2024-Q2,2024,FW16,16,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-04-20
20240421,4/21/2024,"April 21, 2024",Minggu,21,112,112,112,FALSE,4/21/2024,16,April,4,2024-04,Q2,2024-Q2,2024,FW16,16,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-04-21
20240422,4/22/2024,"April 22, 2024",Senin,22,113,113,113,FALSE,4/28/2024,17,April,4,2024-04,Q2,2024-Q2,2024,FW17,17,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-22
20240423,4/23/2024,"April 23, 2024",Selasa,23,114,114,114,FALSE,4/28/2024,17,April,4,2024-04,Q2,2024-Q2,2024,FW17,17,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-23
20240424,4/24/2024,"April 24, 2024",Rabu,24,115,115,115,FALSE,4/28/2024,17,April,4,2024-04,Q2,2024-Q2,2024,FW17,17,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-24
20240425,4/25/2024,"April 25, 2024",Kamis,25,116,116,116,FALSE,4/28/2024,17,April,4,2024-04,Q2,2024-Q2,2024,FW17,17,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-25
20240426,4/26/2024,"April 26, 2024",Jumat,26,117,117,117,FALSE,4/28/2024,17,April,4,2024-04,Q2,2024-Q2,2024,FW17,17,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-26
20240427,4/27/2024,"April 27, 2024",Sabtu,27,118,118,118,FALSE,4/28/2024,17,April,4,2024-04,Q2,2024-Q2,2024,FW17,17,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-04-27
20240428,4/28/2024,"April 28, 2024",Minggu,28,119,119,119,FALSE,4/28/2024,17,April,4,2024-04,Q2,2024-Q2,2024,FW17,17,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-04-28
20240429,4/29/2024,"April 29, 2024",Senin,29,120,120,120,FALSE,5/5/2024,18,April,4,2024-04,Q2,2024-Q2,2024,FW18,18,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-29
20240430,4/30/2024,"April 30, 2024",Selasa,30,121,121,121,TRUE,5/5/2024,18,April,4,2024-04,Q2,2024-Q2,2024,FW18,18,FM04,4,FY2024-FM04,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-04-30
20240501,5/1/2024,"Mei 1, 2024",Rabu,1,122,122,122,FALSE,5/5/2024,18,Mei,5,2024-05,Q2,2024-Q2,2024,FW18,18,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-05-01
20240502,5/2/2024,"Mei 2, 2024",Kamis,2,123,123,123,FALSE,5/5/2024,18,Mei,5,2024-05,Q2,2024-Q2,2024,FW18,18,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-02
20240503,5/3/2024,"Mei 3, 2024",Jumat,3,124,124,124,FALSE,5/5/2024,18,Mei,5,2024-05,Q2,2024-Q2,2024,FW18,18,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-03
20240504,5/4/2024,"Mei 4, 2024",Sabtu,4,125,125,125,FALSE,5/5/2024,18,Mei,5,2024-05,Q2,2024-Q2,2024,FW18,18,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-05-04
20240505,5/5/2024,"Mei 5, 2024",Minggu,5,126,126,126,FALSE,5/5/2024,18,Mei,5,2024-05,Q2,2024-Q2,2024,FW18,18,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-05-05
20240506,5/6/2024,"Mei 6, 2024",Senin,6,127,127,127,FALSE,5/12/2024,19,Mei,5,2024-05,Q2,2024-Q2,2024,FW19,19,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-06
20240507,5/7/2024,"Mei 7, 2024",Selasa,7,128,128,128,FALSE,5/12/2024,19,Mei,5,2024-05,Q2,2024-Q2,2024,FW19,19,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-07
20240508,5/8/2024,"Mei 8, 2024",Rabu,8,129,129,129,FALSE,5/12/2024,19,Mei,5,2024-05,Q2,2024-Q2,2024,FW19,19,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-08
20240509,5/9/2024,"Mei 9, 2024",Kamis,9,130,130,130,FALSE,5/12/2024,19,Mei,5,2024-05,Q2,2024-Q2,2024,FW19,19,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-05-09
20240510,5/10/2024,"Mei 10, 2024",Jumat,10,131,131,131,FALSE,5/12/2024,19,Mei,5,2024-05,Q2,2024-Q2,2024,FW19,19,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-05-10
20240511,5/11/2024,"Mei 11, 2024",Sabtu,11,132,132,132,FALSE,5/12/2024,19,Mei,5,2024-05,Q2,2024-Q2,2024,FW19,19,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-05-11
20240512,5/12/2024,"Mei 12, 2024",Minggu,12,133,133,133,FALSE,5/12/2024,19,Mei,5,2024-05,Q2,2024-Q2,2024,FW19,19,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-05-12
20240513,5/13/2024,"Mei 13, 2024",Senin,13,134,134,134,FALSE,5/19/2024,20,Mei,5,2024-05,Q2,2024-Q2,2024,FW20,20,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-13
20240514,5/14/2024,"Mei 14, 2024",Selasa,14,135,135,135,FALSE,5/19/2024,20,Mei,5,2024-05,Q2,2024-Q2,2024,FW20,20,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-14
20240515,5/15/2024,"Mei 15, 2024",Rabu,15,136,136,136,FALSE,5/19/2024,20,Mei,5,2024-05,Q2,2024-Q2,2024,FW20,20,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-15
20240516,5/16/2024,"Mei 16, 2024",Kamis,16,137,137,137,FALSE,5/19/2024,20,Mei,5,2024-05,Q2,2024-Q2,2024,FW20,20,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-16
20240517,5/17/2024,"Mei 17, 2024",Jumat,17,138,138,138,FALSE,5/19/2024,20,Mei,5,2024-05,Q2,2024-Q2,2024,FW20,20,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-17
20240518,5/18/2024,"Mei 18, 2024",Sabtu,18,139,139,139,FALSE,5/19/2024,20,Mei,5,2024-05,Q2,2024-Q2,2024,FW20,20,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-05-18
20240519,5/19/2024,"Mei 19, 2024",Minggu,19,140,140,140,FALSE,5/19/2024,20,Mei,5,2024-05,Q2,2024-Q2,2024,FW20,20,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-05-19
20240520,5/20/2024,"Mei 20, 2024",Senin,20,141,141,141,FALSE,5/26/2024,21,Mei,5,2024-05,Q2,2024-Q2,2024,FW21,21,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-20
20240521,5/21/2024,"Mei 21, 2024",Selasa,21,142,142,142,FALSE,5/26/2024,21,Mei,5,2024-05,Q2,2024-Q2,2024,FW21,21,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-21
20240522,5/22/2024,"Mei 22, 2024",Rabu,22,143,143,143,FALSE,5/26/2024,21,Mei,5,2024-05,Q2,2024-Q2,2024,FW21,21,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-22
20240523,5/23/2024,"Mei 23, 2024",Kamis,23,144,144,144,FALSE,5/26/2024,21,Mei,5,2024-05,Q2,2024-Q2,2024,FW21,21,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-05-23
20240524,5/24/2024,"Mei 24, 2024",Jumat,24,145,145,145,FALSE,5/26/2024,21,Mei,5,2024-05,Q2,2024-Q2,2024,FW21,21,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-05-24
20240525,5/25/2024,"Mei 25, 2024",Sabtu,25,146,146,146,FALSE,5/26/2024,21,Mei,5,2024-05,Q2,2024-Q2,2024,FW21,21,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-05-25
20240526,5/26/2024,"Mei 26, 2024",Minggu,26,147,147,147,FALSE,5/26/2024,21,Mei,5,2024-05,Q2,2024-Q2,2024,FW21,21,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-05-26
20240527,5/27/2024,"Mei 27, 2024",Senin,27,148,148,148,FALSE,6/2/2024,22,Mei,5,2024-05,Q2,2024-Q2,2024,FW22,22,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-27
20240528,5/28/2024,"Mei 28, 2024",Selasa,28,149,149,149,FALSE,6/2/2024,22,Mei,5,2024-05,Q2,2024-Q2,2024,FW22,22,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-28
20240529,5/29/2024,"Mei 29, 2024",Rabu,29,150,150,150,FALSE,6/2/2024,22,Mei,5,2024-05,Q2,2024-Q2,2024,FW22,22,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-29
20240530,5/30/2024,"Mei 30, 2024",Kamis,30,151,151,151,FALSE,6/2/2024,22,Mei,5,2024-05,Q2,2024-Q2,2024,FW22,22,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-30
20240531,5/31/2024,"Mei 31, 2024",Jumat,31,152,152,152,TRUE,6/2/2024,22,Mei,5,2024-05,Q2,2024-Q2,2024,FW22,22,FM05,5,FY2024-FM05,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-05-31
20240601,6/1/2024,"Juni 1, 2024",Sabtu,1,153,153,153,FALSE,6/2/2024,22,Juni,6,2024-06,Q2,2024-Q2,2024,FW22,22,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-06-01
20240602,6/2/2024,"Juni 2, 2024",Minggu,2,154,154,154,FALSE,6/2/2024,22,Juni,6,2024-06,Q2,2024-Q2,2024,FW22,22,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-06-02
20240603,6/3/2024,"Juni 3, 2024",Senin,3,155,155,155,FALSE,6/9/2024,23,Juni,6,2024-06,Q2,2024-Q2,2024,FW23,23,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-03
20240604,6/4/2024,"Juni 4, 2024",Selasa,4,156,156,156,FALSE,6/9/2024,23,Juni,6,2024-06,Q2,2024-Q2,2024,FW23,23,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-04
20240605,6/5/2024,"Juni 5, 2024",Rabu,5,157,157,157,FALSE,6/9/2024,23,Juni,6,2024-06,Q2,2024-Q2,2024,FW23,23,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-05
20240606,6/6/2024,"Juni 6, 2024",Kamis,6,158,158,158,FALSE,6/9/2024,23,Juni,6,2024-06,Q2,2024-Q2,2024,FW23,23,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-06
20240607,6/7/2024,"Juni 7, 2024",Jumat,7,159,159,159,FALSE,6/9/2024,23,Juni,6,2024-06,Q2,2024-Q2,2024,FW23,23,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-07
20240608,6/8/2024,"Juni 8, 2024",Sabtu,8,160,160,160,FALSE,6/9/2024,23,Juni,6,2024-06,Q2,2024-Q2,2024,FW23,23,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-06-08
20240609,6/9/2024,"Juni 9, 2024",Minggu,9,161,161,161,FALSE,6/9/2024,23,Juni,6,2024-06,Q2,2024-Q2,2024,FW23,23,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-06-09
20240610,6/10/2024,"Juni 10, 2024",Senin,10,162,162,162,FALSE,6/16/2024,24,Juni,6,2024-06,Q2,2024-Q2,2024,FW24,24,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-10
20240611,6/11/2024,"Juni 11, 2024",Selasa,11,163,163,163,FALSE,6/16/2024,24,Juni,6,2024-06,Q2,2024-Q2,2024,FW24,24,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-11
20240612,6/12/2024,"Juni 12, 2024",Rabu,12,164,164,164,FALSE,6/16/2024,24,Juni,6,2024-06,Q2,2024-Q2,2024,FW24,24,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-12
20240613,6/13/2024,"Juni 13, 2024",Kamis,13,165,165,165,FALSE,6/16/2024,24,Juni,6,2024-06,Q2,2024-Q2,2024,FW24,24,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-13
20240614,6/14/2024,"Juni 14, 2024",Jumat,14,166,166,166,FALSE,6/16/2024,24,Juni,6,2024-06,Q2,2024-Q2,2024,FW24,24,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-14
20240615,6/15/2024,"Juni 15, 2024",Sabtu,15,167,167,167,FALSE,6/16/2024,24,Juni,6,2024-06,Q2,2024-Q2,2024,FW24,24,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-06-15
20240616,6/16/2024,"Juni 16, 2024",Minggu,16,168,168,168,FALSE,6/16/2024,24,Juni,6,2024-06,Q2,2024-Q2,2024,FW24,24,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-06-16
20240617,6/17/2024,"Juni 17, 2024",Senin,17,169,169,169,FALSE,6/23/2024,25,Juni,6,2024-06,Q2,2024-Q2,2024,FW25,25,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-06-17
20240618,6/18/2024,"Juni 18, 2024",Selasa,18,170,170,170,FALSE,6/23/2024,25,Juni,6,2024-06,Q2,2024-Q2,2024,FW25,25,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,TRUE,2024-06-18
20240619,6/19/2024,"Juni 19, 2024",Rabu,19,171,171,171,FALSE,6/23/2024,25,Juni,6,2024-06,Q2,2024-Q2,2024,FW25,25,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-19
20240620,6/20/2024,"Juni 20, 2024",Kamis,20,172,172,172,FALSE,6/23/2024,25,Juni,6,2024-06,Q2,2024-Q2,2024,FW25,25,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-20
20240621,6/21/2024,"Juni 21, 2024",Jumat,21,173,173,173,FALSE,6/23/2024,25,Juni,6,2024-06,Q2,2024-Q2,2024,FW25,25,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-21
20240622,6/22/2024,"Juni 22, 2024",Sabtu,22,174,174,174,FALSE,6/23/2024,25,Juni,6,2024-06,Q2,2024-Q2,2024,FW25,25,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-06-22
20240623,6/23/2024,"Juni 23, 2024",Minggu,23,175,175,175,FALSE,6/23/2024,25,Juni,6,2024-06,Q2,2024-Q2,2024,FW25,25,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-06-23
20240624,6/24/2024,"Juni 24, 2024",Senin,24,176,176,176,FALSE,6/30/2024,26,Juni,6,2024-06,Q2,2024-Q2,2024,FW26,26,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-24
20240625,6/25/2024,"Juni 25, 2024",Selasa,25,177,177,177,FALSE,6/30/2024,26,Juni,6,2024-06,Q2,2024-Q2,2024,FW26,26,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-25
20240626,6/26/2024,"Juni 26, 2024",Rabu,26,178,178,178,FALSE,6/30/2024,26,Juni,6,2024-06,Q2,2024-Q2,2024,FW26,26,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-26
20240627,6/27/2024,"Juni 27, 2024",Kamis,27,179,179,179,FALSE,6/30/2024,26,Juni,6,2024-06,Q2,2024-Q2,2024,FW26,26,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-27
20240628,6/28/2024,"Juni 28, 2024",Jumat,28,180,180,180,FALSE,6/30/2024,26,Juni,6,2024-06,Q2,2024-Q2,2024,FW26,26,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,TRUE,2024-06-28
20240629,6/29/2024,"Juni 29, 2024",Sabtu,29,181,181,181,FALSE,6/30/2024,26,Juni,6,2024-06,Q2,2024-Q2,2024,FW26,26,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,FALSE,FALSE,2024-06-29
20240630,6/30/2024,"Juni 30, 2024",Minggu,30,182,182,182,TRUE,6/30/2024,26,Juni,6,2024-06,Q2,2024-Q2,2024,FW26,26,FM06,6,FY2024-FM06,FQ2,FY2024-Q2,FY2024-H1,FY2024,TRUE,FALSE,2024-06-30
20240701,7/1/2024,"Juli 1, 2024",Senin,1,183,183,183,FALSE,7/7/2024,27,Juli,7,2024-07,Q3,2024-Q3,2024,FW27,27,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-01
20240702,7/2/2024,"Juli 2, 2024",Selasa,2,184,184,184,FALSE,7/7/2024,27,Juli,7,2024-07,Q3,2024-Q3,2024,FW27,27,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-02
20240703,7/3/2024,"Juli 3, 2024",Rabu,3,185,185,185,FALSE,7/7/2024,27,Juli,7,2024-07,Q3,2024-Q3,2024,FW27,27,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-03
20240704,7/4/2024,"Juli 4, 2024",Kamis,4,186,186,186,FALSE,7/7/2024,27,Juli,7,2024-07,Q3,2024-Q3,2024,FW27,27,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-04
20240705,7/5/2024,"Juli 5, 2024",Jumat,5,187,187,187,FALSE,7/7/2024,27,Juli,7,2024-07,Q3,2024-Q3,2024,FW27,27,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-05
20240706,7/6/2024,"Juli 6, 2024",Sabtu,6,188,188,188,FALSE,7/7/2024,27,Juli,7,2024-07,Q3,2024-Q3,2024,FW27,27,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-07-06
20240707,7/7/2024,"Juli 7, 2024",Minggu,7,189,189,189,FALSE,7/7/2024,27,Juli,7,2024-07,Q3,2024-Q3,2024,FW27,27,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-07-07
20240708,7/8/2024,"Juli 8, 2024",Senin,8,190,190,190,FALSE,7/14/2024,28,Juli,7,2024-07,Q3,2024-Q3,2024,FW28,28,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-08
20240709,7/9/2024,"Juli 9, 2024",Selasa,9,191,191,191,FALSE,7/14/2024,28,Juli,7,2024-07,Q3,2024-Q3,2024,FW28,28,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-09
20240710,7/10/2024,"Juli 10, 2024",Rabu,10,192,192,192,FALSE,7/14/2024,28,Juli,7,2024-07,Q3,2024-Q3,2024,FW28,28,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-10
20240711,7/11/2024,"Juli 11, 2024",Kamis,11,193,193,193,FALSE,7/14/2024,28,Juli,7,2024-07,Q3,2024-Q3,2024,FW28,28,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-11
